,idcode,year,birth_yr,age,race,msp,nev_mar,grade,collgrad,not_smsa,c_city,south,ind_code,occ_code,union,wks_ue,ttl_exp,tenure,hours,wks_work,ln_wage
78,7,70,49,21.0,white,1.0,0.0,12.0,0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,3.0576923,2.75,40.0,55.0,1.5394455
79,7,71,49,22.0,white,1.0,0.0,12.0,0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,4.0,3.75,40.0,49.0,1.4938796
80,7,72,49,23.0,white,1.0,0.0,12.0,0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,5.019231,4.75,40.0,53.0,1.4545732
81,7,73,49,23.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,4.0,3.0,,2.0,5.0961537,4.8333335,40.0,4.0,1.4545732
82,7,87,49,37.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,5.9038463,0.8333333,30.0,42.0,0.4733421
83,7,88,49,39.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,7.326923,2.25,30.0,74.0,1.5324769
84,9,70,51,18.0,white,0.0,1.0,12.0,0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,0.8076923,0.6666667,40.0,34.0,1.4722368
85,9,71,51,19.0,white,0.0,1.0,12.0,0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,1.7692307,1.5833334,40.0,50.0,1.7170231
86,9,72,51,20.0,white,0.0,1.0,12.0,0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,2.653846,2.5,40.0,46.0,1.7472422
87,9,73,51,21.0,white,1.0,0.0,12.0,0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,3.5833333,3.5833333,40.0,31.0,1.7997917
88,9,75,51,23.0,white,1.0,0.0,12.0,0,0.0,1.0,0.0,5.0,3.0,,0.0,5.5833335,5.5833335,40.0,52.0,2.017152
89,9,77,51,25.0,white,1.0,0.0,12.0,0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,7.5833335,7.5833335,40.0,39.0,2.0913637
90,9,78,51,26.0,white,1.0,0.0,12.0,0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,8.641026,8.583333,40.0,55.0,2.1140988
91,9,80,51,28.0,white,0.0,0.0,12.0,0,0.0,1.0,0.0,5.0,3.0,1.0,,10.5256405,10.5,40.0,98.0,2.1137757
92,9,82,51,30.0,white,0.0,0.0,12.0,0,0.0,1.0,0.0,5.0,3.0,1.0,,12.583333,12.583333,40.0,98.0,2.3125353
93,9,83,51,31.0,white,0.0,0.0,12.0,0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,13.583333,13.5,40.0,52.0,2.3485804
94,9,85,51,33.0,white,0.0,0.0,12.0,0,0.0,1.0,0.0,5.0,2.0,1.0,,15.583333,15.5,40.0,104.0,2.3734872
95,9,87,51,35.0,white,0.0,0.0,12.0,0,0.0,1.0,0.0,5.0,2.0,1.0,,17.583332,17.5,40.0,104.0,2.3688986
96,9,88,51,37.0,white,0.0,0.0,12.0,0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,19.04487,19.0,40.0,76.0,2.3505313
97,10,69,51,17.0,white,0.0,1.0,10.0,0,0.0,1.0,0.0,4.0,6.0,,0.0,0.41666666,0.41666666,40.0,16.0,1.3616014
98,10,70,51,18.0,white,0.0,1.0,10.0,0,0.0,1.0,0.0,4.0,6.0,0.0,0.0,1.4551282,1.4166666,40.0,54.0,1.4614837
99,10,71,51,19.0,white,0.0,1.0,10.0,0,0.0,1.0,0.0,4.0,6.0,0.0,0.0,2.4551282,2.4166667,40.0,52.0,1.6116626
100,10,72,51,20.0,white,0.0,0.0,10.0,0,0.0,1.0,0.0,,6.0,,0.0,3.25,3.25,40.0,7.0,1.3015075
101,10,75,51,23.0,white,1.0,0.0,10.0,0,0.0,1.0,0.0,4.0,6.0,,6.0,3.5,0.8333333,40.0,13.0,1.3913487
102,10,77,51,25.0,white,1.0,0.0,10.0,0,0.0,0.0,0.0,4.0,6.0,0.0,49.0,3.5576923,0.0,40.0,3.0,1.3212559
103,10,78,51,26.0,white,1.0,0.0,10.0,0,0.0,1.0,0.0,4.0,6.0,,15.0,3.6346154,0.083333336,40.0,4.0,1.4165661
104,10,80,51,28.0,white,1.0,0.0,10.0,0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,3.9615386,0.41666666,40.0,17.0,1.275272
105,10,82,51,30.0,white,1.0,0.0,10.0,0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,5.0,0.083333336,40.0,54.0,0.79744935
106,12,87,47,39.0,white,1.0,0.0,18.0,1,0.0,0.0,0.0,11.0,2.0,0.0,,14.384615,12.833333,40.0,104.0,3.0007362
107,12,88,47,40.0,white,1.0,0.0,18.0,1,0.0,0.0,0.0,11.0,2.0,0.0,0.0,15.557693,14.166667,45.0,61.0,2.845265
108,13,70,47,22.0,white,1.0,0.0,14.0,0,0.0,0.0,0.0,11.0,1.0,,0.0,2.0192308,0.5833333,40.0,53.0,1.9528544
109,13,71,47,23.0,white,1.0,0.0,14.0,0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,3.0,1.4166666,40.0,51.0,1.9544634
110,13,73,47,25.0,white,1.0,0.0,14.0,0,0.0,0.0,0.0,11.0,1.0,0.0,2.0,3.8653846,0.16666667,20.0,11.0,1.8643298
111,13,75,47,27.0,white,1.0,0.0,14.0,0,0.0,0.0,0.0,11.0,3.0,,0.0,4.6153846,2.1666667,24.0,39.0,2.0949452
112,13,78,47,30.0,white,1.0,0.0,14.0,0,0.0,0.0,0.0,11.0,1.0,0.0,1.0,5.519231,0.9166667,20.0,47.0,2.1258345
113,13,80,47,32.0,white,1.0,0.0,14.0,0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,7.3653846,,40.0,96.0,2.0504456
114,13,82,47,34.0,white,1.0,0.0,14.0,0,0.0,0.0,0.0,11.0,3.0,0.0,,8.365384,1.0,3.0,52.0,2.1198628
115,13,83,47,35.0,white,1.0,0.0,14.0,0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,9.365384,2.0,2.0,52.0,2.6678684
116,13,85,47,37.0,white,1.0,0.0,14.0,0,0.0,0.0,0.0,11.0,3.0,0.0,,10.769231,2.1666667,1.0,73.0,3.5791285
117,13,87,47,39.0,white,1.0,0.0,14.0,0,0.0,0.0,0.0,11.0,3.0,0.0,,12.769231,4.0,15.0,104.0,1.6788766
118,13,88,47,40.0,white,1.0,0.0,14.0,0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,14.25,5.5,8.0,77.0,2.57137
119,14,87,47,39.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,,6.0576925,0.8333333,36.0,96.0,2.1434047
120,14,88,47,40.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,7.3846154,2.25,50.0,69.0,2.0471208
121,15,77,48,28.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,11.0,1.0,0.0,0.0,6.557692,2.0,24.0,52.0,2.2050233
122,15,78,48,29.0,white,1.0,0.0,16.0,1,0.0,1.0,0.0,11.0,1.0,,0.0,7.5384617,2.8333333,40.0,51.0,2.340595
123,15,80,48,31.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,11.0,1.0,1.0,1.0,8.769231,0.083333336,35.0,64.0,2.3835156
124,15,82,48,33.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,11.0,1.0,1.0,,10.653846,2.0833333,28.0,98.0,2.5392368
125,15,83,48,34.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,11.0,1.0,1.0,0.0,10.961538,3.0,24.0,16.0,2.4855468
126,15,85,48,36.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,11.0,1.0,1.0,0.0,12.692307,5.0,12.0,90.0,2.3079464
127,15,87,48,38.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,11.0,1.0,1.0,0.0,14.461538,7.0,24.0,92.0,2.8137445
128,15,88,48,39.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,11.0,1.0,1.0,0.0,15.769231,8.416667,16.0,68.0,2.8211098
129,16,70,48,21.0,white,0.0,1.0,15.0,0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.5192308,0.5,40.0,27.0,2.0432465
130,16,71,48,22.0,white,0.0,1.0,15.0,0,0.0,1.0,0.0,11.0,1.0,,0.0,1.3653846,0.6666667,40.0,44.0,1.9841311
131,16,72,48,23.0,white,0.0,1.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,2.3461537,1.6666666,38.0,51.0,2.0113277
132,16,73,48,24.0,white,0.0,1.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,3.3076923,2.8333333,38.0,50.0,2.0874736
133,16,75,48,26.0,white,0.0,1.0,15.0,0,0.0,0.0,0.0,11.0,1.0,,0.0,4.3076925,0.5,40.0,52.0,1.8325812
134,16,77,48,28.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,5.3076925,2.4166667,40.0,52.0,1.9353597
135,16,78,48,29.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,6.326923,3.4166667,40.0,53.0,2.0186203
136,16,80,48,31.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,11.0,2.0,0.0,,8.211538,5.4166665,40.0,98.0,1.9796462
137,16,82,48,33.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,,10.096154,7.4166665,40.0,98.0,2.128231
138,16,83,48,34.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,11.096154,8.416667,40.0,52.0,2.1713836
139,16,85,48,36.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,,13.096154,10.5,40.0,104.0,2.2539291
140,16,87,48,38.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,,15.096154,12.5,40.0,104.0,2.6441796
141,16,88,48,40.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,16.384615,13.833333,40.0,67.0,2.7397485
142,17,70,48,21.0,white,0.0,1.0,15.0,1,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.5192308,0.5,40.0,27.0,2.0000293
143,17,71,48,22.0,white,0.0,1.0,15.0,1,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.4615386,1.4166666,40.0,49.0,1.9544634
144,17,72,48,23.0,white,1.0,0.0,15.0,1,0.0,0.0,0.0,11.0,1.0,0.0,0.0,2.3333333,2.3333333,40.0,26.0,2.0831819
145,17,73,48,24.0,white,1.0,0.0,15.0,1,0.0,0.0,0.0,11.0,1.0,0.0,0.0,3.4166667,3.4166667,24.0,54.0,2.6470895
146,17,77,48,28.0,white,1.0,0.0,15.0,1,0.0,1.0,0.0,11.0,1.0,0.0,0.0,6.4166665,6.4166665,24.0,8.0,2.0391016
147,17,87,48,38.0,white,1.0,0.0,15.0,1,0.0,1.0,0.0,11.0,1.0,0.0,0.0,8.993589,3.3333333,30.0,76.0,2.3720238
148,18,77,48,28.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,1.5192308,0.9166667,23.0,40.0,1.237874
149,18,85,48,36.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,6.0,5.0,0.0,,4.3333335,4.3333335,40.0,104.0,1.5389072
150,18,87,48,38.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,6.0,5.0,0.0,,6.3333335,6.3333335,40.0,104.0,1.6293058
151,18,88,48,40.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,7.75,7.75,40.0,72.0,1.6550792
152,19,70,48,21.0,white,0.0,1.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.5,0.5,40.0,19.0,2.0187805
153,19,71,48,22.0,white,0.0,1.0,15.0,0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,1.5576923,1.5,40.0,55.0,2.0420008
154,19,72,48,23.0,white,1.0,0.0,15.0,0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,2.4230769,2.4166667,40.0,45.0,1.773027
155,19,73,48,24.0,white,1.0,0.0,15.0,0,0.0,1.0,0.0,11.0,1.0,,2.0,3.403846,2.9166667,40.0,51.0,1.7981628
156,19,75,48,26.0,white,1.0,0.0,15.0,0,0.0,1.0,0.0,11.0,1.0,,0.0,4.230769,1.75,40.0,43.0,1.9327927
157,19,78,48,29.0,white,1.0,0.0,15.0,0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,5.057692,0.9166667,12.0,43.0,1.780994
158,19,80,48,31.0,white,1.0,0.0,15.0,0,0.0,1.0,0.0,11.0,1.0,0.0,,6.9423075,2.8333333,25.0,98.0,1.7041177
159,19,82,48,33.0,white,1.0,0.0,15.0,0,0.0,1.0,0.0,11.0,8.0,0.0,,8.826923,4.8333335,22.0,98.0,1.811562
160,19,83,48,34.0,white,1.0,0.0,15.0,0,0.0,1.0,0.0,11.0,1.0,0.0,,8.826923,0.16666667,43.0,,2.1391046
161,19,85,48,36.0,white,0.0,0.0,15.0,0,0.0,1.0,0.0,11.0,1.0,0.0,,10.826923,2.1666667,43.0,104.0,2.1928341
162,19,87,48,38.0,white,0.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,,12.826923,4.1666665,40.0,104.0,2.2848706
163,19,88,48,40.0,white,0.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,14.211538,5.5833335,40.0,72.0,2.3185594
164,20,70,48,21.0,white,0.0,1.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.5,0.5,40.0,26.0,2.0187805
165,20,71,48,22.0,white,0.0,1.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.5,1.5,40.0,52.0,2.0816658
166,20,72,48,23.0,white,0.0,1.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,2.4038463,0.33333334,40.0,47.0,2.117261
167,20,73,48,24.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,3.4423077,1.4166666,40.0,54.0,2.099896
168,20,75,48,26.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,,0.0,4.4423075,3.4166667,40.0,52.0,2.0823932
169,20,77,48,28.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,5.4166665,5.4166665,40.0,40.0,2.1005802
170,20,78,48,29.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,6.4935894,6.4166665,16.0,56.0,1.9903961
171,20,80,48,31.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,,8.378204,2.0,16.0,98.0,1.958695
172,20,82,48,33.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,9.916666,3.5833333,16.0,80.0,1.9273149
173,20,83,48,34.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,10.666666,0.75,14.0,39.0,2.0688183
